,Date,Customer Name,Item Number,Item  Description,Quantity,Unit Price
10869,19-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,12,18
10870,19-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2075,WATER FILTER,12,16
10873,19-Feb-18,CASH SALES - CUMMINS,LF9009,OIL FILTER COMBO SPINION,1,"3,500.00"
10874,19-Feb-18,CASH SALES - CUMMINS,FF5167,FUEL FILTER,1,630
10875,19-Feb-18,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,650
10878,19-Feb-18,CAR & GENERAL (UGANDA) LTD - AFTERMARKET(KSH),AF25156MX,AIR FILTER-RADIAL SEAL,3,"10,355.00"
10879,19-Feb-18,MULTIPLE HAULIERS (EA) LTD,LF3462,OIL FILTER,1,727
10880,19-Feb-18,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,11,"1,100.00"
10881,19-Feb-18,CASH SALES - CUMMINS,LF700,LUBE FILTER,14,750
10885,19-Feb-18,LIBYA OIL KENYA LTD,AF26391,AIR FILTER-RADIAL SEAL PR,1,"8,900.00"
10886,19-Feb-18,ASHNIL HOTELS,LF9028,OIL FILTER COMBO SPINON,3,"2,000.00"
10887,19-Feb-18,ASHNIL HOTELS,FS19657,FWS SPIN-ON STRATAPORE,3,"4,500.00"
10889,19-Feb-18,ASHNIL HOTELS,FF5079,FUEL FILTER,3,"1,000.00"
10891,19-Feb-18,EMPEROR HOLDINGS LTD,AF26173,AIR CLEANER,1,"16,584.00"
10892,19-Feb-18,EMPEROR HOLDINGS LTD,LF3000,LUBE FILTER,1,"8,290.00"
10893,19-Feb-18,EMPEROR HOLDINGS LTD,WF2075,WATER FILTER,1,"3,574.00"
10895,19-Feb-18,EMPEROR HOLDINGS LTD,FF5580,FUEL FILTER SPINON,1,"2,760.00"
10896,19-Feb-18,EMPEROR HOLDINGS LTD,881949,PREMIUM BLUE -1  LITRE,30,520
10899,19-Feb-18,MWALIMU NATIONAL SACCO,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"8,867.00"
10900,19-Feb-18,MWALIMU NATIONAL SACCO,881949,PREMIUM BLUE -1  LITRE,10,520
10901,19-Feb-18,MWALIMU NATIONAL SACCO,LF16087,OIL FILTER CELLULOSE SPIN,1,"2,181.00"
10902,19-Feb-18,MWALIMU NATIONAL SACCO,LF16087,OIL FILTER CELLULOSE SPIN,1,"2,181.00"
10903,19-Feb-18,MWALIMU NATIONAL SACCO,881949,PREMIUM BLUE -1  LITRE,10,520
10905,19-Feb-18,MWALIMU NATIONAL SACCO,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"8,867.00"
10906,19-Feb-18,MWALIMU NATIONAL SACCO,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"8,867.00"
10908,19-Feb-18,MWALIMU NATIONAL SACCO,LF16087,OIL FILTER CELLULOSE SPIN,1,"2,181.00"
10909,19-Feb-18,MWALIMU NATIONAL SACCO,881949,PREMIUM BLUE -1  LITRE,10,520
10910,19-Feb-18,ASSOCIATION OF KENYA INSURERS,881949,PREMIUM BLUE -1  LITRE,10,520
10911,19-Feb-18,ASSOCIATION OF KENYA INSURERS,LF16061,LUBE FILTER,1,"3,218.00"
10912,19-Feb-18,ASSOCIATION OF KENYA INSURERS,FF5524,COALESCER FILTER CARTRIDGE METAL,2,762
10913,19-Feb-18,CASH SALES - CUMMINS,LF3692,OIL FILTER CELLULOSE SPIN,1,880
10914,19-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,FF5421,FUEL FILTER SPINON,1,"1,821.58"
10916,19-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,FS19732,FUEL SEPARATOR,1,"4,742.92"
10917,19-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF3970,LUBE FILTER,1,"1,722.59"
10918,19-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,25,500
10920,19-Feb-18,R.T EAST AFRICA LTD,LF3462,OIL FILTER,1,727
10923,20-Feb-18,CASH SALES - CUMMINS,FF5019,FUEL FILTER,1,"1,850.00"
10924,20-Feb-18,CASH SALES - CUMMINS,LF3883,LUBE FILTER,1,"3,850.00"
10925,20-Feb-18,CASH SALES - CUMMINS,WF2076,DCA4 WATER FILTER,1,"1,980.00"
10927,20-Feb-18,CASH SALES - CUMMINS,LF3706,LUBE FILTER,1,"1,163.00"
10928,20-Feb-18,SERVICE CONTRACT DELIVERIES,LF3605,AIR FILTER,1,"1,800.00"
10929,20-Feb-18,SERVICE CONTRACT DELIVERIES,AF25904,AIR FILTER,1,"8,635.00"
10931,20-Feb-18,SERVICE CONTRACT DELIVERIES,881949,PREMIUM BLUE,15,520
10932,20-Feb-18,CASH SALES - CUMMINS,LF3481,OIL FILTER COMBO SPINON,2,"1,800.00"
10936,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3363,OIL FILTER,5,"2,905.00"
10937,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,2,"3,631.00"
10938,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2074,WATER FILTER,2,"3,857.00"
10939,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,520
10940,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AH1135M,AIR CLEANER,2,"24,611.00"
10941,20-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FS1006,FUEL SEPARATOR,2,"8,097.00"
10943,20-Feb-18,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),AF25551,AIR FILTER-RADIAL SEAL PRIMARY,15,"1,442.96"
10944,20-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),881949,PREMIUM BLUE,25,500
10946,20-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),LF3970,LUBE FILTER,1,"1,722.59"
10948,20-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),FS19732,FUEL SEPARATOR,1,"4,742.92"
10949,20-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),FF5421,FUEL FILTER SPINON,1,"1,821.58"
10953,20-Feb-18,KENYA METHODIST UNIVERSITY,LF9009,OIL FILTER COMBO SPINION,1,"3,409.00"
10955,20-Feb-18,KENYA METHODIST UNIVERSITY,881949,PREMIUM BLUE,25,450
10956,20-Feb-18,KENYA METHODIST UNIVERSITY,WF2054,WATER FILTER,1,"2,425.47"
10957,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,10,468
10958,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"7,980.30"
10960,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,962.90"
10961,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"7,980.30"
10963,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,962.90"
10964,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,10,468
10965,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,10,468
10966,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,962.90"
10967,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF25904,AIR FILTER,1,"7,771.50"
10971,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF3970,LUBE FILTER,1,"2,214.00"
10972,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,25,468
10973,20-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,FF5421,FUEL FILTER SPINON,1,"2,092.50"
10975,20-Feb-18,CASH SALES - CUMMINS,AF25526,AIR FILTER-RADIAL SEAL PR,1,"2,780.00"
10976,20-Feb-18,CASH SALES - CUMMINS,LF701,LUBE FILTER,1,950
10978,20-Feb-18,PORTMARINE E.A.LIMITED,LF3350,LUBE FILTER,1,14.36
10983,20-Feb-18,PORTMARINE E.A.LIMITED,LF667,LUBE FILTER,10,10.48
10984,20-Feb-18,PORTMARINE E.A.LIMITED,FF5626,FUEL FILTER,10,15.32
10985,20-Feb-18,PORTMARINE E.A.LIMITED,FS19532,FUEL/WATER SEPARATOR,10,35.81
10986,20-Feb-18,PORTMARINE E.A.LIMITED,FS20403,FUEL SEPARATOR CARTRIDGE,12,11.04
10987,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,520
10988,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF701,OIL FILTER,1,"1,707.43"
10990,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF167,FUEL FILTER,1,"1,483.44"
10992,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,2,"3,631.00"
10993,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,520
10994,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FS1006,FUEL SEPARATOR,2,"8,097.00"
10995,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2076,DCA4 WATER FILTER,2,"3,857.00"
10996,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF25278,AIR FILTER-PRIMARY,2,"17,677.00"
10997,21-Feb-18,CASH SALES - CUMMINS,FF5511,FUEL FILTER,1,"4,821.00"
10998,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,160,520
10999,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2076,DCA4 WATER FILTER,2,"3,857.00"
11000,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,2,"3,631.00"
11001,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF202,FUEL FILTER,2,"8,097.00"
11002,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF872,AIR FILTER-PRIMARY,1,"10,983.00"
11003,21-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF872,AIR FILTER,1,"10,983.00"
11004,21-Feb-18,CASH SALES - CUMMINS,LF678,OIL FILTER,1,"1,163.00"
11005,21-Feb-18,MULTIPLE HAULIERS (EA) LTD,FF5580,FUEL FILTER SPINON,10,"2,070.00"
11006,21-Feb-18,MULTIPLE HAULIERS (EA) LTD,LF9009,OIL FILTER COMBO SPINION,10,"3,240.00"
11008,21-Feb-18,SERVICE CONTRACT DELIVERIES,FS19599,FUEL SEPARATOR SPINON STR,1,"1,700.00"
11009,21-Feb-18,SERVICE CONTRACT DELIVERIES,AF25904,AIR FILTER,1,"7,339.75"
11011,21-Feb-18,SERVICE CONTRACT DELIVERIES,881949,PREMIUM BLUE -1  LITRE,15,442
11012,21-Feb-18,SERVICE CONTRACT DELIVERIES,LF3605,AIR FILTER,1,"1,530.00"
11016,21-Feb-18,LINKSOFT INTEGRATED SERVICES,LF16087,OIL FILTER CELLULOSE SPIN,24,"4,326.30"
11017,21-Feb-18,LINKSOFT INTEGRATED SERVICES,AF25904,AIR FILTER,24,"3,486.00"
11018,21-Feb-18,CASH SALES - CUMMINS,FF42000,FUEL FILTER SPIN-ON PLAST,1,"1,034.48"
11019,21-Feb-18,UNGA LIMITED -NAKURU FEEDS,FF4036,FUEL FILTER,1,"2,010.65"
11020,21-Feb-18,UNGA LIMITED -NAKURU FEEDS,AF25437,AIR FILTER-RADIAL SEAL PRIMARY,2,"10,496.70"
11021,21-Feb-18,UNGA LIMITED -NAKURU FEEDS,LF3356,OIL FILTER,2,"2,368.80"
11022,21-Feb-18,UNGA LIMITED -NAKURU FEEDS,881949,PREMIUM BLUE,100,468
11025,21-Feb-18,CASH SALES - CUMMINS,FS1242,FUEL SEPARATOR,1,"3,189.66"
11026,21-Feb-18,CASH SALES - CUMMINS,LF3970,LUBE FILTER,1,"1,551.72"
11028,22-Feb-18,CASH SALES - CUMMINS,881949,PREMIUM BLUE,40,520
11029,22-Feb-18,CASH SALES - CUMMINS,WF2075,WATER FILTER,1,"3,857.00"
11031,22-Feb-18,CASH SALES - CUMMINS,AF26173,AIR CLEANER,1,"17,895.00"
11032,22-Feb-18,CASH SALES - CUMMINS,LF9009,OIL FILTER COMBO SPINION,1,"8,946.00"
11033,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AH1135M,AIR CLEANER,2,"17,677.00"
11034,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2076,DCA4 WATER FILTER,2,"1,928.50"
11036,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"4,002.60"
11037,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER-PRIMARY,1,"11,816.10"
11038,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR FILTER,1,"2,786.60"
11039,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE -1  LITRE,10,520
11042,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER-PRIMARY,1,"6,067.20"
11043,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR CLEANER,1,"2,307.00"
11044,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,520
11045,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"3,780.00"
11046,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26483,AIR FILTER-PRIMARY,1,"14,000.00"
11047,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3349,LUBE FILTER,1,"6,900.00"
11048,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF25963,AIR FILTER,2,"6,825.00"
11049,22-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,20,520
11051,22-Feb-18,LINKSOFT INTEGRATED SERVICES,AF25904,AIR FILTER,24,"3,486.00"
11054,22-Feb-18,LINKSOFT INTEGRATED SERVICES,LF16087,OIL FILTER CELLULOSE SPIN,1,"4,326.30"
11055,22-Feb-18,LINKSOFT INTEGRATED SERVICES,LF16087,OIL FILTER CELLULOSE SPIN,23,"4,326.30"
11058,23-Feb-18,UNITED NATIONS OFFICE AT NAIROBI,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"17,043.00"
11059,23-Feb-18,UNITED NATIONS OFFICE AT NAIROBI,LF9009,OIL FILTER COMBO SPINION,1,"8,562.00"
11060,23-Feb-18,UNITED NATIONS OFFICE AT NAIROBI,881949,PREMIUM BLUE,40,520
11061,23-Feb-18,UNITED NATIONS OFFICE AT NAIROBI,WF2076,DCA4 WATER FILTER,1,"3,673.00"
11062,23-Feb-18,THE BOMA HOTELS,881949,PREMIUM BLUE,25,450
11064,23-Feb-18,THE BOMA HOTELS,WF2073,WATER FILTER,1,"1,906.00"
11065,23-Feb-18,THE BOMA HOTELS,FF42000,FUEL FILTER SPIN-ON PLAST,1,"2,363.00"
11066,23-Feb-18,THE BOMA HOTELS,LF9009,OIL FILTER COMBO SPINION,1,"8,051.00"
11068,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2075,WATER FILTER,4,"3,085.60"
11069,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FS1006,FUEL SEPARATOR,2,"6,477.60"
11070,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,2,"2,904.80"
11071,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3325,LUBE FILTER,4,"2,324.00"
11072,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF25278,AIR FILTER-PRIMARY,2,"8,786.40"
11073,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,416
11074,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,416
11076,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,OIL FILTER CELLULOSE SPIN,2,"2,904.80"
11077,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2075,WATER FILTER,4,"3,085.60"
11078,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FS1006,FUEL SEPARATOR,2,"6,477.60"
11079,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF25278,AIR FILTER-PRIMARY,2,"8,786.40"
11080,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3325,LUBE FILTER,4,"2,324.00"
11081,23-Feb-18,THE BOMA HOTELS,881949,PREMIUM BLUE,100,450
11083,23-Feb-18,THE BOMA HOTELS,LF9070,LUBE FILTER,1,"8,973.00"
11085,23-Feb-18,CASH SALES - CUMMINS,AF25911,AIR FILTER-SECONDARY,1,"6,000.00"
11086,23-Feb-18,CASH SALES - CUMMINS,LF3959,OIL FILTER CELLULOSE SPIN,1,980
11087,23-Feb-18,CASH SALES - CUMMINS,AF25910,AIR FILTER-PRIMARY,1,"11,000.00"
11088,23-Feb-18,CASH SALES - CUMMINS,881949,PREMIUM BLUE,20,400
11090,23-Feb-18,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,950
11093,23-Feb-18,R.K.SANGHANI,FS19532,FUEL/WATER SEPARATOR,1,"3,200.00"
11097,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,240,475
11101,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF701,OIL FILTER,1,"6,214.00"
11103,23-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3363,OIL FILTER,1,"9,800.00"
11106,23-Feb-18,MWALIMU NATIONAL SACCO,AF26094,AIR FILTER-PRIMARY,1,"6,063.39"
11107,23-Feb-18,MWALIMU NATIONAL SACCO,AF26093,AIR CLEANER,1,"2,076.60"
11108,23-Feb-18,MWALIMU NATIONAL SACCO,881949,PREMIUM BLUE,10,520
11109,23-Feb-18,MWALIMU NATIONAL SACCO,LF16061,LUBE FILTER,1,"2,625.00"
11115,24-Feb-18,CASH SALES - CUMMINS,LF700,LUBE FILTER,1,900
11116,24-Feb-18,CASH SALES - CUMMINS,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"4,337.00"
11117,24-Feb-18,CASH SALES - CUMMINS,881949,PREMIUM BLUE,20,400
11119,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,FS1280,FUEL SEPARATOR SPINON STR,1,"3,062.70"
11121,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,25,468
11122,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"7,980.30"
11123,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,25,468
11124,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF1811,AIR CLEANER,1,"8,370.90"
11125,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF3000,LUBE FILTER,1,"2,214.00"
11126,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,WF2076,DCA4 WATER FILTER,1,"2,092.50"
11128,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,AF25904,AIR FILTER,1,"7,980.30"
11129,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,962.90"
11131,26-Feb-18,EXPORT PROCESSING ZONES AUTHORITY,881949,PREMIUM BLUE,25,468
11133,26-Feb-18,THE BOMA HOTELS,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,1,"16,105.00"
11134,26-Feb-18,NJUNU TEA FACTORY CO. LTD,FS1006,FUEL SEPARATOR,2,"4,200.00"
11135,26-Feb-18,NJUNU TEA FACTORY CO. LTD,AH1100,AIR HOUSING-STANDARD,2,"15,500.00"
11137,26-Feb-18,NJUNU TEA FACTORY CO. LTD,LF777,OIL FILTER CELLULOSE SPIN,1,"2,000.00"
11138,26-Feb-18,NJUNU TEA FACTORY CO. LTD,AF26044-C,DIRECT MOUNT AIR SYSTEM,1,"5,000.00"
11139,26-Feb-18,NJUNU TEA FACTORY CO. LTD,LF670,OIL FILTER CELLULOSE SPIN,2,"1,900.00"
11140,26-Feb-18,NJUNU TEA FACTORY CO. LTD,LF670,OIL FILTER CELLULOSE SPIN,1,"1,900.00"
11141,26-Feb-18,NJUNU TEA FACTORY CO. LTD,LF16087,OIL FILTER CELLULOSE SPIN,1,950
11142,26-Feb-18,NJUNU TEA FACTORY CO. LTD,WF2076,DCA4 WATER FILTER,2,"1,900.00"
11143,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3716,LUBE FILTER,12,"4,320.00"
11144,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FS1280,FUEL SEPARATOR SPINON STR,15,900
11148,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF9009,OIL FILTER COMBO SPINION,20,"4,950.00"
11155,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2073,WATER FILTER,1,"1,800.00"
11157,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2073,WATER FILTER,1,"1,800.00"
11158,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2073,WATER FILTER,10,"1,800.00"
11159,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AH19037-C,DIRECT MOUNT AIR SYSTEM,10,"10,800.00"
11160,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF25454,AIR FILTER-RADIAL SEAL PRIMARY,4,"16,200.00"
11161,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF3716,LUBE FILTER,12,"4,320.00"
11167,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF5461,FUEL FILTER SPINON,15,"1,260.00"
11168,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF5461,FUEL FILTER SPINON,15,"1,260.00"
11169,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF4060,AIR FILTER,6,"7,650.00"
11178,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF5461,FUEL FILTER SPINON,14,"1,260.00"
11179,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),FF5461,FUEL FILTER SPINON,14,"1,260.00"
11180,26-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),WF2073,WATER FILTER,10,"1,800.00"
11183,26-Feb-18,CASH SALES - CUMMINS,WF2073,WATER FILTER,1,"1,000.00"
11184,26-Feb-18,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,"5,000.00"
11185,26-Feb-18,CASH SALES - CUMMINS,LF9009,OIL FILTER COMBO SPINION,1,"1,600.00"
11186,26-Feb-18,CASH SALES - CUMMINS,FF42000,FUEL FILTER SPIN-ON PLAST,1,950
11187,26-Feb-18,CASH SALES - CUMMINS,AF26076,AIR FILTER,1,"7,374.14"
11188,26-Feb-18,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),AF25904,AIR FILTER,5,"2,601.36"
11190,26-Feb-18,CASH SALES - CUMMINS,WF2073,WATER FILTER,1,"1,600.00"
11191,26-Feb-18,CASH SALES - CUMMINS,FF5461,FUEL FILTER SPINON,1,"1,000.00"
11192,26-Feb-18,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,"1,000.00"
11193,26-Feb-18,CASH SALES - CUMMINS,FF42000,FUEL FILTER SPIN-ON PLAST,1,950
11194,26-Feb-18,CASH SALES - CUMMINS,LF9009,OIL FILTER COMBO SPINON,1,"5,000.00"
11195,26-Feb-18,CASH SALES - CUMMINS,LF4054,LUBE FILTER,50,902
11196,26-Feb-18,CASH SALES - CUMMINS,FF5039,FUEL FILTER,12,"1,250.00"
11198,26-Feb-18,CASH SALES - CUMMINS,LF4056,OIL FILTER CELLULOSE SPIN,12,700
11200,27-Feb-18,FAMIAR GENERATING SYSTEMS LTD,AH1107,AIR CLEANER,1,"4,560.00"
11202,27-Feb-18,HASS PETROLEUM(K) LTD,AF26094,AIR FILTER-PRIMARY,1,"12,143.00"
11203,27-Feb-18,HASS PETROLEUM(K) LTD,AF26093,AIR FILTER,1,"2,864.00"
11205,27-Feb-18,HASS PETROLEUM(K) LTD,881949,PREMIUM BLUE -1  LITRE,20,520
11206,27-Feb-18,HASS PETROLEUM(K) LTD,LF16061,LUBE FILTER,1,"4,114.00"
11207,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),FF5421,FUEL FILTER,1,"4,742.92"
11208,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),AF26483,AIR FILTER-PRIMARY,1,"9,301.00"
11209,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),LF16015,OIL FILTER CELLULOSE SPIN,1,"1,722.59"
11210,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),881949,PREMIUM BLUE,25,500
11213,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),AF25963,AIR FILTER,1,"9,301.00"
11216,27-Feb-18,UNIFILTERS KENYA LTD,AF25454,AIR FILTER-RADIAL SEAL PRIMARY,2,"7,900.00"
11217,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),AF26483,AIR FILTER-PRIMARY,1,"9,301.00"
11218,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),881949,PREMIUM BLUE,25,500
11219,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),FF5421,FUEL FILTER SPINON,1,"4,742.92"
11220,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),LF16015,OIL FILTER CELLULOSE SPIN,1,"1,722.59"
11223,27-Feb-18,AFRICAN COFFEE ROASTERS EPZ (LTD),AF25963,AIR FILTER,1,"9,301.00"
11224,27-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR CLEANER,1,"6,215.00"
11225,27-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"5,200.00"
11227,27-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER-PRIMARY,1,"15,000.00"
11228,27-Feb-18,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,15,520
11229,27-Feb-18,CMC MOTORS GROUP LTD,WF2075,WATER FILTER,1,"2,500.00"
11230,27-Feb-18,CMC MOTORS GROUP LTD,FF42000,FUEL FILTER SPIN-ON PLAST,1,"1,300.00"
11231,27-Feb-18,CMC MOTORS GROUP LTD,LF9009,OIL FILTER COMBO SPINON,1,"7,000.00"
11232,27-Feb-18,CMC MOTORS GROUP LTD,AF1811,AIR CLEANER,1,"5,000.00"
11233,27-Feb-18,CMC MOTORS GROUP LTD,FS1280,FUEL SEPARATOR SPINON STR,1,"1,500.00"
11234,27-Feb-18,CMC MOTORS GROUP LTD,FS1280,FUEL SEPARATOR SPINON STR,1,"1,500.00"
